dataset	window	paa	alphabet	approximation	rules	gr_size	frequency	cover	coverage	pruned_rules	pruned_gr_size	pruned_frequency	pruned_cover	pruned_coverage
winding_col	30	20	2	0.49894370893486945	268	38172	29	0.9996	16.9124	24	32156	24	0.9996	1.8624
winding_col	30	20	3	0.41033590763220545	334	51076	10	0.9864	11.2056	42	42820	10	0.9864	1.6416
winding_col	30	20	4	0.36747180432224963	159	49208	7	0.8888	4.6136	55	46232	7	0.8888	1.5732
winding_col	30	20	5	0.3233914458524415	85	48204	9	0.7896	2.4816	39	46700	7	0.7896	1.1576
winding_col	30	20	6	0.2826122926248347	93	49020	6	0.7888	2.65	42	47348	6	0.7888	1.1612
winding_col	30	20	7	0.25496352991523524	77	48800	3	0.736	2.0076	43	47712	3	0.736	1.1112
winding_col	30	20	8	0.23645985197521507	48	48948	3	0.4612	1.2012	26	48244	3	0.4612	0.6436
winding_col	30	20	9	0.22536256280000994	26	48880	2	0.3704	0.624	21	48680	2	0.3704	0.5
winding_col	30	20	10	0.217276821175041	11	49236	2	0.176	0.2504	8	49116	2	0.176	0.176
winding_col	30	20	12	0.2017509962313831	12	49368	2	0.1008	0.2784	6	49160	2	0.1008	0.128
winding_col	30	22	2	0.48288353788842187	289	45774	34	0.9992	17.4472	19	38736	34	0.9992	2.2328
winding_col	30	22	3	0.39432547630086956	294	56286	11	0.9732	10.0104	44	48382	11	0.9732	1.582
winding_col	30	22	4	0.35183700967890397	144	54026	5	0.904	4.0924	56	50820	4	0.904	1.5692
winding_col	30	22	5	0.3072720972113785	90	52810	12	0.86	2.6064	46	51324	12	0.86	1.3636
winding_col	30	22	6	0.26621376527285123	78	53296	6	0.7264	2.1492	43	52134	4	0.7264	1.1496
winding_col	30	22	7	0.23898384401707254	71	53822	4	0.6644	1.8228	37	52506	4	0.6644	0.9452
winding_col	30	22	8	0.22063111216643844	34	53576	4	0.4936	0.8604	25	53198	4	0.4936	0.6364
winding_col	30	22	9	0.2098080215577362	21	53816	2	0.3436	0.4984	18	53684	2	0.3436	0.424
winding_col	30	22	10	0.20179163946740963	12	54082	2	0.1952	0.2744	10	53994	2	0.1952	0.2248
winding_col	30	22	12	0.18588791538706848	10	54056	3	0.166	0.2364	9	54012	3	0.166	0.2116
winding_col	30	24	2	0.47954258884112566	281	51576	29	0.9996	17.8124	21	44296	29	0.9996	1.9324
winding_col	30	24	3	0.3907007307950358	305	61996	9	0.978	10.0844	46	52904	9	0.978	1.6192
winding_col	30	24	4	0.34818574461878515	142	59388	5	0.9024	4.1348	51	55980	5	0.9024	1.4272
winding_col	30	24	5	0.30393664298212997	65	57436	10	0.7668	1.7928	41	56404	10	0.7668	1.1532
winding_col	30	24	6	0.26249342681625387	84	58196	5	0.7884	2.2624	46	56852	5	0.7884	1.2472
winding_col	30	24	7	0.23526649650031772	63	58252	4	0.6712	1.6064	40	57268	3	0.6712	1.0064
winding_col	30	24	8	0.21708864031308084	23	58808	2	0.3132	0.5488	17	58520	2	0.3132	0.4
winding_col	30	24	9	0.2057828472603183	22	58872	2	0.3428	0.524	16	58584	2	0.3428	0.3752
winding_col	30	24	10	0.19762928355375586	10	59072	2	0.1656	0.2248	8	58976	2	0.1656	0.1752
winding_col	30	24	12	0.18214526598817143	7	59128	2	0.1148	0.1496	6	59080	2	0.1148	0.1248
winding_col	30	26	2	0.46900900043216187	285	58036	28	0.9992	18.108	21	49984	28	0.9992	2.0448
winding_col	30	26	3	0.380075325244854	280	67578	13	0.9632	9.2668	41	58714	13	0.9632	1.6436
winding_col	30	26	4	0.3372989192524809	135	63570	5	0.874	3.722	55	60202	5	0.874	1.586
winding_col	30	26	5	0.2930081346849879	73	62904	9	0.7436	2.0508	37	61362	9	0.7436	1.0912
winding_col	30	26	6	0.2519272875000932	62	62296	9	0.688	1.8328	40	61416	9	0.688	1.2244
winding_col	30	26	7	0.22458594219012762	49	62878	4	0.5884	1.294	34	62208	4	0.5884	0.8932
winding_col	30	26	8	0.20645714993176023	21	63598	3	0.3452	0.514	16	63382	3	0.3452	0.3884
winding_col	30	26	9	0.19510840883349467	6	64096	2	0.0828	0.1248	5	64044	2	0.0828	0.1
winding_col	30	26	10	0.1871299874425629	6	64166	2	0.076	0.1256	4	64062	2	0.076	0.076
winding_col	30	26	12	0.17153583877602752	7	64052	2	0.1248	0.1496	6	64000	2	0.1248	0.1248
winding_col	30	28	2	0.4616204472970571	287	60840	27	0.9968	18.934	19	52120	26	0.9968	2.3872
winding_col	30	28	3	0.3723310727362096	276	72216	14	0.9736	9.3652	45	62952	8	0.9736	1.5332
winding_col	30	28	4	0.3293907007819423	137	68640	5	0.8804	3.7788	56	64920	4	0.8804	1.4928
winding_col	30	28	5	0.2854392413778813	75	68236	9	0.6452	2.07	35	66620	6	0.6452	0.9584
winding_col	30	28	6	0.24464040417516889	56	67132	13	0.6392	1.7376	33	66108	13	0.6392	1.0776
winding_col	30	28	7	0.21679622348306823	44	68080	4	0.5088	1.1768	28	67280	4	0.5088	0.7372
winding_col	30	28	8	0.19874375879473394	30	68968	2	0.328	0.7296	16	68328	2	0.328	0.376
winding_col	30	28	9	0.1874554737023002	12	68812	2	0.2024	0.2744	10	68700	2	0.2024	0.2248
winding_col	30	28	10	0.17949376108093956	7	68976	2	0.1248	0.1496	6	68920	2	0.1248	0.1248
winding_col	30	28	12	0.16377848971480718	7	69080	2	0.0768	0.1528	4	68960	2	0.0768	0.0768
winding_col	30	30	2	0.4020343944043682	263	66062	29	0.9976	18.8908	23	57720	29	0.9976	2.332
winding_col	30	30	3	0.31169415170426856	278	75968	16	0.958	9.8752	45	66200	16	0.958	1.6412
winding_col	30	30	4	0.2680603819441051	108	72674	5	0.7572	2.966	47	69560	4	0.7572	1.2672
winding_col	30	30	5	0.2226564560829148	44	72660	5	0.5376	1.2132	28	71804	4	0.5376	0.7376
winding_col	30	30	6	0.18185521491713652	57	72504	7	0.5716	1.6376	32	71342	7	0.5716	0.9276
winding_col	30	30	7	0.1544841852534185	73	74082	4	0.4748	1.9708	24	71974	3	0.4748	0.6088
winding_col	30	30	8	0.13743639408650007	19	73634	2	0.258	0.4528	13	73326	2	0.258	0.3024
